IME;SIFRA;VREDNOST
LVZN;1505;MEISTER
LVZN;1506;MELKUS
LVZN;1507;MERLO
LVZN;1508;MESSERSCHMITT
LVZN;1509;MF TRIKE
LVZN;1510;MGI
LVZN;1511;MIESEN
LVZN;1512;MILAN
LVZN;1513;MK SIEMER
LVZN;1514;MONDIAL
LVZN;1515;MONTAGNOLI
LVZN;1516;MOREL
LVZN;1517;MOTOBI-FAM
LVZN;1518;MOTOVELO
LVZN;1519;MULTICAR
LVZN;1520;MUNK
LVZN;1521;MWM
LVZN;1522;N&L
LVZN;1523;NAVTEK
LVZN;1524;NECKAR-AUTOMOBILWERKE
LVZN;1525;NETAM FRUEHAUF
LVZN;1526;NOBAS
LVZN;1527;NOPA
LVZN;1528;NORDAP
LVZN;1529;NORDLAND
LVZN;1530;NORDTRAC
LVZN;1531;NORESUND
LVZN;1532;NOVAL
LVZN;1533;NUFFIELD
LVZN;1534;OK
LVZN;1535;OPPEL
LVZN;1536;OSI
LVZN;1537;OTTO
LVZN;1538;OWEN
LVZN;1539;PANHARD
LVZN;1540;PARADISO
LVZN;1541;PEAK
LVZN;1542;PEDERSEN
LVZN;1543;PEKA
LVZN;1544;PELLENZ
LVZN;1545;PERKINS
LVZN;1546;PETER
LVZN;1547;PGS
LVZN;1548;POCLAIN
LVZN;1549;POL-MOT
LVZN;1550;POLARVAGNEN
LVZN;1551;PRAGA
LVZN;1552;PRIMUS
LVZN;1553;PUMA
LVZN;1554;QUATTRO
LVZN;1555;RAF
LVZN;1556;RAMMLLER
LVZN;1557;RANDERS
LVZN;1558;RANSOMES
LVZN;1559;RAPIDO
LVZN;1560;REFORM
LVZN;1561;REGIS
LVZN;1562;REO
LVZN;1563;RICE
LVZN;1564;RICKMAN
LVZN;1565;RILEY
LVZN;1566;RIXE
LVZN;1567;RMA
LVZN;1568;ROBUR
LVZN;1569;ROLBA
LVZN;1570;RSM
LVZN;1571;SAAB-SCANIA
LVZN;1572;SACHSENRING
LVZN;1573;SAMBRON
LVZN;1574;SANTANA
LVZN;1575;SANYANG
LVZN;1576;SAURE
LVZN;1577;SCANIA
LVZN;1578;SCHAEFF
LVZN;1579;SCHAEFFERL
LVZN;1580;SCHILTER
LVZN;1581;SCHULZ
LVZN;1582;SCHWEIKERT
LVZN;1583;SIATA
LVZN;1584;SIM
LVZN;1585;SIMON
LVZN;1586;SIMPA JDM
LVZN;1587;SINFAC
LVZN;1588;SINGER
LVZN;1589;SIS
LVZN;1590;SKF
LVZN;1591;SMK-VOGTLAND
LVZN;1592;SOLLER
LVZN;1593;SOLO
LVZN;1594;SPARTA
LVZN;1595;STAIGER
LVZN;1596;STANDARD
LVZN;1597;STEINBOCK
LVZN;1598;STERCKEMAN
LVZN;1599;STERN
LVZN;1600;STEVENS
LVZN;1601;STEWART
LVZN;1602;ADD-PRENOVA
LVZN;1603;STEYR PUCH
LVZN;1604;STILL
LVZN;1605;STOEGER
LVZN;1606;STRICK
LVZN;1607;STRUEVER
LVZN;1608;STUDEBAKER
LVZN;1609;TEC
LVZN;1610;TECNO
LVZN;1611;TERBERG
LVZN;1612;TERROT
LVZN;1613;TESTI
LVZN;1614;THAMSEN
LVZN;1615;THOMAS
LVZN;1616;THOMSON
LVZN;1617;TIBA
LVZN;1618;TIM
LVZN;1619;TIMBERJACK
LVZN;1620;TOMASO
LVZN;1621;TORO
LVZN;1622;TOYO KOGYO
LVZN;1623;TRAIL MOBIL
LVZN;1624;TRAILER
LVZN;1625;TRIGANO
LVZN;1626;TVR
LVZN;1627;TWA
LVZN;1628;UNIC
LVZN;1629;UT
LVZN;1630;UTICA
LVZN;1631;VAR
LVZN;1632;VAW
LVZN;1633;VELOSOLEX
LVZN;1634;VENIERI
LVZN;1635;VICON
LVZN;1636;VICTORIA
LVZN;1637;VIDAL
LVZN;1638;VINCENT
LVZN;1639;VSS
LVZN;1640;WAGNER
LVZN;1641;WECKMANIN
LVZN;1642;WEDHOLM
LVZN;1643;WEINSBERG
LVZN;1644;WEIPPERT
LVZN;1645;WELGER
LVZN;1646;WESTER
LVZN;1647;WHITE
LVZN;1648;WIDEROE
LVZN;1649;WILLE
LVZN;1650;WILLERBY
LVZN;1651;WINNEBAGO
LVZN;1652;WOLF
LVZN;1653;WOLFANGEL
LVZN;1654;WUCO
LVZN;1655;X-TRAILER
LVZN;1656;XAS90DD
LVZN;1657;XINGTAI
LVZN;1658;YALE
LVZN;1659;YANG
LVZN;1660;YANMAR
LVZN;1661;YBO
LVZN;1662;YC
LVZN;1663;YLO
LVZN;1664;YNGSJOVAGNEN
LVZN;1665;YOCAR
LVZN;1666;YORK
LVZN;1667;YSABVAGNEN
LVZN;1668;YSTADS KAROSSERI
LVZN;1669;YUGO
LVZN;1670;YUHU
LVZN;1671;YUKI
LVZN;1672;YUMBO
LVZN;1673;YUNDAI
LVZN;1674;YUNQUE
LVZN;1675;ZANETTI
LVZN;1676;ZESAM
LVZN;1677;ZETA CLESS
LVZN;1678;ZETCAT
LVZN;1679;ZETTERBERGS MEK VERKSTAD
LVZN;1680;ZIM
LVZN;1681;ZUK
LVZN;1682;ZUNDAPP
LVZN;1683;ZWEIRADUNION
LVZN;1684;ZHEJIANG LINGYUN
LVZN;1685;BOMAG
LVZN;1686;ZONGSHEN
LVZN;1687;HTT
LVZN;0108;KOMBINIRANA VOZILA
LVZN;0109;KRAZ
LVZN;0110;KREIDLER
LVZN;0111;KRUPP
LVZN;0112;KTM
LVZN;0113;LANCIA
LVZN;0114;LASTNA IZDELAVA
LVZN;0115;LAVERDA
LVZN;0116;LEYLAND
LVZN;0117;MACHI
LVZN;0118;MACK
LVZN;0119;MAGIRUS DEUTZ
LVZN;0120;MAHINDRA
LVZN;0121;MAICO
LVZN;0122;M.A.N.
LVZN;0123;MARUTI
LVZN;0124;MASERATI
LVZN;0125;MATCHLESS
LVZN;0126;MAZ
LVZN;0127;MAZDA
LVZN;0128;MERCEDES
LVZN;0129;MERCURY
LVZN;0130;MERMACCHIALLA
LVZN;0131;METEORA
LVZN;0132;MG
LVZN;0133;MINARELLI
LVZN;0134;MINI
LVZN;0135;MITSUBISHI
LVZN;0136;MORRIS
LVZN;0137;MOSKVI�
LVZN;0138;MOTO GUZZI
LVZN;0139;MOTO MORINI
LVZN;0140;MOTOBI
LVZN;0141;MOTOM
LVZN;0142;MV AGUSTA
LVZN;0143;MZ
LVZN;0144;NISSAN
LVZN;0145;NORTON
LVZN;0146;NSU
LVZN;0147;OAF
LVZN;0148;OLDSMOBILE
LVZN;0149;OLTCIT
LVZN;0150;OM
LVZN;0151;OPEL
LVZN;0152;PANONIA-CSEPEL
LVZN;0153;PANTHER
LVZN;0154;PARILLA
LVZN;0155;PEUGEOT
LVZN;0156;PIAGGIO
LVZN;0157;PININFARINA
LVZN;0158;PONTIAC
LVZN;0159;PORSCHE
LVZN;0160;PRIKLOPNA VOZILA
LVZN;0161;PUCH
LVZN;0162;RABA
LVZN;0163;RAMBLER
LVZN;0164;RANGER ROVER
LVZN;0165;RELIANT
LVZN;0166;RENAULT
LVZN;0167;ROMAN
LVZN;0168;ROSBIL
LVZN;0169;ROVER
LVZN;0170;ROYAL ENFIELD
LVZN;0171;RUDGE
LVZN;0172;SAAB
LVZN;0173;SACHS
LVZN;0174;SAURER
LVZN;0175;SAVIEM
LVZN;0176;SCANIA VABIS
LVZN;0177;SEAT
LVZN;0178;SERTUM
LVZN;0179;SIMCA
LVZN;0180;SIMSON
LVZN;0181;STEYR
LVZN;0182;SUBARU
LVZN;0183;SUNBEAM
LVZN;0184;SUZUKI
LVZN;0185;SWM
LVZN;0186;�KODA
LVZN;0187;TALBOT
LVZN;0188;TAM
LVZN;0189;TATA
LVZN;0190;TATRA
LVZN;0191;TAUURUS
LVZN;0192;TEHNIKA
LVZN;0193;TEMPO
LVZN;0194;THUNDERBIRD
LVZN;0195;TOMOS
LVZN;0196;TORPEDO
LVZN;0197;TOVORNA SPECIALNA VOZIL
LVZN;0198;TOYOTA
LVZN;0199;TRABANT
LVZN;0200;TRAKTORJI
LVZN;0201;TRIUMPH
LVZN;0202;TULICA
LVZN;0203;UAZ
LVZN;0204;UNIMOG
LVZN;0205;UNIS
LVZN;0206;VARELLI
LVZN;0207;VARIOLO
LVZN;0208;VASHOD
LVZN;0209;VAUXHALL
LVZN;0210;VEB BARKAS
LVZN;0211;VESPA
LVZN;0212;VICTORIA
LVZN;0213;VLE�NA VOZILA
LVZN;0214;VOLGA
LVZN;0215;VOLKSWAGEN
LVZN;0216;VOLVO
LVZN;0217;WARSZAVA
LVZN;0218;WARTBURG
LVZN;0219;WILLYS
LVZN;0220;WOLSELEY
LVZN;0221;WSK
LVZN;0222;YAMAHA
LVZN;0223;ZAPORO�EC ZAZ
LVZN;0224;ZASTAVA
LVZN;0225;ZMAJ
LVZN;0226;ZSM
LVZN;0227;ZUNDAPP
LVZN;0228;�IGULI
LVZN;0229;LUAZ
LVZN;0230;LADA
LVZN;0231;SETRA
LVZN;0232;KIA
LVZN;0233;SSANGYONG
LVZN;0234;LINDER
LVZN;0234A;LINDER
LVZN;0235;PROTON
LVZN;0236;VENTURI
LVZN;0237;VAZ
LVZN;0238;LAMBORGHINI
LVZN;0239;LAND ROVER
LVZN;0240;LEXUS
LVZN;0241;LOTUS
LVZN;0242;MCC
LVZN;0243;PLYMOUTH
LVZN;0244;ACURA
LVZN;0245;ALEKO
LVZN;0246;ASIA
LVZN;0247;BENTLEY
LVZN;0248;BERTONE
LVZN;0249;FSM
LVZN;0250;FSO
LVZN;0251;GAZ
LVZN;0252;H.M.C.
LVZN;0253;HUMMER
LVZN;0254;MATRA
LVZN;0255;ROLLS-ROYCE
LVZN;0256;SATURN
LVZN;0257;ZAZ
LVZN;0258;BUELL
LVZN;0259;DAELIM
LVZN;0260;GAS GAS
LVZN;0261;LDV
LVZN;0262;AM GENERAL
LVZN;0263;LINCOLN
LVZN;0264;HECKER
LVZN;0265;WANDERER
LVZN;0266;ZHAN ZHANG
LVZN;0267;KYMCO
LVZN;0268;MUZ
LVZN;0269;NEOPLAN
LVZN;0270;SANOS
LVZN;0271;ZETOR
LVZN;0272;ADRIATICA
LVZN;0273;AGRIFULL
LVZN;0274;AGROMEHANIKA
LVZN;0275;AGROSTROJ
LVZN;0276;ALLGAIER
LVZN;0277;ANTONIO CARRARO
LVZN;0278;BAUTZ
LVZN;0279;BCS
LVZN;0280;BELARUS
LVZN;0281;BERTOLINI
LVZN;0282;BMC
LVZN;0283;BROWN
LVZN;0284;BUCHER
LVZN;0285;BUSSATO
LVZN;0286;CARON
LVZN;0287;CARRARO
LVZN;0288;CORMICK
LVZN;0289;DEERE
LVZN;0290;DENARDI
LVZN;0291;EICHER
LVZN;0292;EINCHER
LVZN;0293;ERF
LVZN;0294;ERON
LVZN;0295;FA.DUSCH
LVZN;0296;FAHR
LVZN;0297;FARMALL
LVZN;0298;FAVORIT
LVZN;0299;FENDT
LVZN;0300;FERGUSON
LVZN;0301;FORDSON
LVZN;0302;GOLDONI
LVZN;0303;GULDNER
LVZN;0304;HARVESTER
LVZN;0305;HATZ
LVZN;0306;HELLA
LVZN;0307;HMT
LVZN;0308;HOFNER
LVZN;0309;HOLDER
LVZN;0310;HURLIMANN
LVZN;0311;IHC
LVZN;0312;IMR
LVZN;0313;IMT
LVZN;0314;INO
LVZN;0315;JCB
LVZN;0316;JOHN DEERE
LVZN;0317;KRAMER
LVZN;0318;KUBATA
LVZN;0319;KUBOTA
LVZN;0320;LANDINI
LVZN;0321;LANZ
LVZN;0322;LINDNER
LVZN;0323;LTZ
LVZN;0324;MF
LVZN;0325;MOTOMULI WERKE WELS
LVZN;0326;MTZ
LVZN;0327;NEW HOLLAND
LVZN;0328;NIBBI
LVZN;0329;NORMAG
LVZN;0330;PASQUALI
LVZN;0331;PSG
LVZN;0332;PIERRE
LVZN;0333;RAKOVICA
LVZN;0334;RASANT
LVZN;0335;SAME
LVZN;0336;SCHANZLIN
LVZN;0337;SCHLUTER
LVZN;0338;SISU
LVZN;0339;�TORE
LVZN;0340;TOMO VINKOVI�
LVZN;0341;TO�KA�
LVZN;0342;TRENKLE
LVZN;0343;UNIVERSAL
LVZN;0344;URSUS
LVZN;0345;UTB
LVZN;0346;VALMET
LVZN;0347;VALPADANA
LVZN;0348;VLADIMIREC
LVZN;0349;WAHL
LVZN;0350;WARCHALOVSKI
LVZN;0351;ZADRUGAR
LVZN;0352;ZANDONA
LVZN;0353;ZIL
LVZN;0354;ZTS
LVZN;0355;MASSEY FERGUSON
LVZN;0356;A.I.N.
LVZN;0357;A.S.C.A.
LVZN;0358;ABL
LVZN;0359;ACERBI
LVZN;0360;ACHLEITNER
LVZN;0361;ACKERMANN
LVZN;0362;ACI
LVZN;0363;AD MLAZ
LVZN;0364;ADIGE
LVZN;0365;ADRIA
LVZN;0366;ADRIA CARAVAN
LVZN;0367;AGRICOM
LVZN;0368;AGROTEHNIKA
LVZN;0369;AIR-LLOYD
LVZN;0370;AKTIVATOR
LVZN;0371;AL-KO
LVZN;0372;ALBIN FLUCHER
LVZN;0373;ALF
LVZN;0374;ALOIS DRAXLER
LVZN;0375;ALOJZ LAH
LVZN;0376;ALPINO
LVZN;0377;ALTEMEIER
LVZN;0378;ALUVAN
LVZN;0379;AMATERSKA
LVZN;0380;ANDERAU
LVZN;0381;ANHANGER
LVZN;0382;ANNABURGER
LVZN;0383;ANSCHAU
LVZN;0384;ANSSEMS
LVZN;0385;APPAR
LVZN;0386;AS DOM�ALE
LVZN;0387;ASG
LVZN;0388;ATEC
LVZN;0389;ATLAS COPCO-B
LVZN;0390;ATLASCOPCO
LVZN;0391;ATREI
LVZN;0392;AUREPA
LVZN;0393;AUTOFLEX
LVZN;0394;AUWAERTEIR
LVZN;0395;AUWAERTEIR-PAUL
LVZN;0396;AUWAERTER
LVZN;0397;AVALA
LVZN;0398;AVG
LVZN;0399;AVTORADGONA
LVZN;0400;AVTOSERVIS
LVZN;0401;AVTOTREIDING
LVZN;0402;B.GUSCHL
LVZN;0403;B.M.T.
LVZN;0404;BABELSBERG
LVZN;0405;BAGELA
LVZN;0406;BAIER-DRAXLER
LVZN;0407;BALBI
LVZN;0408;BALNUWEIT
LVZN;0409;BARTHAU
LVZN;0410;BARTOLETTI
LVZN;0411;BATTAGLINO
LVZN;0412;BAUER KOLN
LVZN;0413;BAUER PETER
LVZN;0414;BECKU
LVZN;0415;BEILHARZ
LVZN;0416;BENALU
LVZN;0417;BERC
LVZN;0418;BERGER
LVZN;0419;BERGISCHE
LVZN;0420;BERNARDI
LVZN;0421;BERNHARD
LVZN;0422;BERTOJA
LVZN;0423;BERTUOLA
LVZN;0424;BILIG
LVZN;0425;BISEHOF
LVZN;0426;BLOMENROEHR
LVZN;0427;BLOMERT
LVZN;0428;BLUMBADT
LVZN;0429;BLUMHARDT
LVZN;0430;BOALLOY
LVZN;0431;BODY MODEL
LVZN;0432;BOECKER
LVZN;0433;BOECKMANN
LVZN;0434;BOLGAN
LVZN;0435;BORTOLAMI
LVZN;0436;BOSELER
LVZN;0437;BOSNA AZBEST
LVZN;0438;BOTHO-BENDIX
LVZN;0439;BRAKO
LVZN;0440;BRANDERBURG
LVZN;0441;BRATSTVO-JEDINSTVO
LVZN;0442;BREINING
LVZN;0443;BRENDERUP
LVZN;0444;BRENTA
LVZN;0445;BRIAB
LVZN;0446;BRINKMANN
LVZN;0447;BRODNJAK
LVZN;0448;BROSHUIS
LVZN;0449;BUDAMOBIL
LVZN;0450;BUERSTNER
LVZN;0451;BURG
LVZN;0452;BUSCHMANN
LVZN;0453;CALABRESE
LVZN;0454;CAR-TRAILER
LVZN;0455;CARAVELAIR
LVZN;0456;CARBO
LVZN;0457;CARDI
LVZN;0458;CARENZI
LVZN;0459;CARLUX
LVZN;0460;CARMOSINO
LVZN;0461;CARNEHL
LVZN;0462;CARRARO
LVZN;0463;CHEREAU
LVZN;0464;CHRISTMANN
LVZN;0465;CMG
LVZN;0466;CODER
LVZN;0467;COMETTO
LVZN;0468;COMPAIR
LVZN;0469;CONTAR
LVZN;0470;COORETTA
LVZN;0471;CP�
LVZN;0472;CREINA
LVZN;0473;CRESCI
LVZN;0474;CRYOLOR
LVZN;0475;CTC
LVZN;0476;DANUBIA
LVZN;0477;DAV
LVZN;0478;FILIPPI
LVZN;0479;DEANGELIS
LVZN;0480;DEHKER
LVZN;0481;DEMAG
LVZN;0482;DENKA-LIFT
LVZN;0483;DERCKS
LVZN;0484;DESOT
LVZN;0485;DETHLEFFS
LVZN;0486;DIAMANT BOART NEPTUN
LVZN;0487;DITINGER
LVZN;0488;DO SERVIS
LVZN;0489;DOLL
LVZN;0490;DOMA�E DELO
LVZN;0491;DRAU
LVZN;0492;DT
LVZN;0493;DUENSCHEDE
LVZN;0494;DURANTE
LVZN;0495;DYNATEST
LVZN;0496;ECOAIR
LVZN;0497;EDER
LVZN;0498;EGGEIS
LVZN;0499;EHEBAUER
LVZN;0500;EIFELLAND
LVZN;0501;EKD
LVZN;0502;ELAN
LVZN;0503;ELBERO
LVZN;0504;ELERT DUIS-PAV
LVZN;0505;ELKOM
LVZN;0506;ELLEBI
LVZN;0507;ELLINGHAUS
LVZN;0508;ELSTNER
LVZN;0509;EMILIANA
LVZN;0510;EMIND
LVZN;0511;EMPL
LVZN;0512;EMRO
LVZN;0513;ERIBA
LVZN;0514;ESCORT
LVZN;0515;ESTERER
LVZN;0516;ESVE
LVZN;0517;ETK
LVZN;0518;EUROLIFT
LVZN;0519;EUROWELD
LVZN;0520;EVROPA
LVZN;0521;EWER
LVZN;0522;EWMS
LVZN;0523;FAGRAM
LVZN;0524;RAHRZEUGBAU
LVZN;0525;FAK
LVZN;0526;FAKA
LVZN;0527;FALCH
LVZN;0529;FARID
LVZN;0530;FARMER
LVZN;0531;FARWICK
LVZN;0532;FATK
LVZN;0533;FB BRANDENBURG
LVZN;0534;FELDBINDER
LVZN;0535;FELLNER
LVZN;0536;FENDT
LVZN;0537;FERING
LVZN;0538;FHF
LVZN;0539;FIEGL
LVZN;0540;FIMAG
LVZN;0541;FINKL
LVZN;0542;FISCHER HESSE
LVZN;0543;FITZEL
LVZN;0544;FKS
LVZN;0545;FLIEGL
LVZN;0546;FLOOR
LVZN;0547;FLUCHER
LVZN;0548;FLUID
LVZN;0549;FORMBERGER
LVZN;0550;FR.J.REHR
LVZN;0551;FRANCHIN
LVZN;0552;FRANCINI
LVZN;0553;FREUND
LVZN;0554;FROMBERGER
LVZN;0555;FRUEHAUF
LVZN;0556;FUHRMANN
LVZN;0557;FVK
LVZN;0558;GAK
LVZN;0559;GALVAGNI
LVZN;0560;GAMO
LVZN;0561;GEIDOBLER
LVZN;0562;GEORG
LVZN;0563;GFOLNER
LVZN;0564;GIUBILATO
LVZN;0565;GLOBUS
LVZN;0566;GLOGGER
LVZN;0567;GOCHTIRSAN
LVZN;0568;GOEBER
LVZN;0569;GOFA
LVZN;0570;GOLDHOFER
LVZN;0571;GOLDSTREAM
LVZN;0572;GOLFRID
LVZN;0573;GOLLOB
LVZN;0574;GOMM
LVZN;0575;GOMSELJMA�
LVZN;0576;GORICA
LVZN;0577;GO�A
LVZN;0578;GOTHAS
LVZN;0579;GOTTFRIED-BAIER
LVZN;0580;GRAF
LVZN;0581;GROENEWEGEN
LVZN;0582;GRUDA
LVZN;0583;GRUNER
LVZN;0584;HALL
LVZN;0585;HALLER
LVZN;0586;HANGHOUS
LVZN;0587;HANGLER
LVZN;0588;HANN
LVZN;0589;HANS AUGL ENNS
LVZN;0590;HANSEN-SKOV
LVZN;0591;HAPERT
LVZN;0592;HARBECK
LVZN;0593;HAUSLSCHMID
LVZN;0594;HB SOHN
LVZN;0595;HEIMANN
LVZN;0596;HEINEMANN
LVZN;0597;HEINRICH KLEINZ
LVZN;0598;HEKU
LVZN;0599;HELMUTT BOSSERT
LVZN;0600;HENDRICKS
LVZN;0601;HENRA
LVZN;0602;HEPOS
LVZN;0603;HERMANN KOHLER
LVZN;0604;HERMANS
LVZN;0605;HERWIG-PONGRATZ
LVZN;0607;HEUSER
LVZN;0608;HEYWANG
LVZN;0609;HFR HOJBJERG
LVZN;0610;HIKO OLGA MEGLI�
LVZN;0611;HILLE-BOOTE
LVZN;0612;HIRTH
LVZN;0613;HITRH
LVZN;0614;HOBBY
LVZN;0615;HOFAUGSBURG
LVZN;0616;HOFFMANN
LVZN;0617;HOFMANN
LVZN;0618;HOLMAN
LVZN;0619;HOLVIEKA
LVZN;0620;HOLZKNECHT
LVZN;0621;HORMANDINGER
LVZN;0622;HORSE VAN
LVZN;0623;HUMBAUR
LVZN;0624;HUMENNE
LVZN;0625;HUMER
LVZN;0626;HUTTNER
LVZN;0627;HVALA ZEMUN
LVZN;0628;HWRT
LVZN;0629;HYDRAVLIKA
LVZN;0630;HYMER
LVZN;0631;IFOR WILLIAMS
LVZN;0632;ILR
LVZN;0633;IMT
LVZN;0634;INEX LIFAM
LVZN;0635;INGERSOLL
LVZN;0636;ITAS
LVZN;0637;IVO LOLA RIBAR
LVZN;0638;JAKOB-TALER
LVZN;0639;JASSMEIER
LVZN;0640;JENSEN
LVZN;0641;JENZ
LVZN;0642;JOGREI
LVZN;0643;JOHANN WOGRANDL
LVZN;0644;JOHN LAMPFERHOF
LVZN;0645;JOHNSTON
LVZN;0646;JOLLY MIANI
LVZN;0647;JOTHA
LVZN;0648;JOTHAWERK
LVZN;0649;JUMBO
LVZN;0650;JUROS
LVZN;0651;K.K.
LVZN;0652;KAESER
LVZN;0653;KAISER
LVZN;0654;KAMAZ
LVZN;0655;KAMPF
LVZN;0656;KANO
LVZN;0657;KANZLER
LVZN;0658;KARFA-KARSDORF
LVZN;0659;KARI� ALLEN
LVZN;0660;KARL MANFRED
LVZN;0661;KARL MOSSBAUER
LVZN;0662;KARL SCHULZE
LVZN;0663;KARO
LVZN;0664;KASSBOHRER
LVZN;0665;KAVADARCI
LVZN;0666;KEMPF
LVZN;0667;KEPOS
LVZN;0668;KERHE
LVZN;0669;KIESLING
LVZN;0670;KIKINDA
LVZN;0671;KILAFORS
LVZN;0672;KIP
LVZN;0673;KIPER OLT
LVZN;0674;KLAAS
LVZN;0675;KLAESER
LVZN;0676;KNAUS
LVZN;0677;KNOTT
LVZN;0678;KOBER
LVZN;0679;KOCH
LVZN;0680;KOCKUM-LANDSVERK
LVZN;0681;KOEGEL
LVZN;0682;KOEHLER
LVZN;0683;KOFEL
LVZN;0684;KOLMIN
LVZN;0685;KOMPENHANS
LVZN;0686;KOTSCHENREUTHER
LVZN;0687;KOTZ
LVZN;0688;KOVIK
LVZN;0689;KOVINARSKA
LVZN;0690;KOVO
LVZN;0691;KRAMER
LVZN;0692;KREMEN
LVZN;0693;KRESS
LVZN;0694;KROEGER
LVZN;0695;KRONE
LVZN;0696;KSS SEEBRUCK
LVZN;0697;KUFER
LVZN;0698;KUMLIN
LVZN;0699;KURT SORGER
LVZN;0700;KYLINGEKARRAN
LVZN;0701;LAG
LVZN;0702;LAGEUSENS
LVZN;0703;LAMBERET
LVZN;0704;LANCIER PETER
LVZN;0705;LANG
LVZN;0706;LANGENDORF
LVZN;0707;LANGFELD
LVZN;0708;LATRE
LVZN;0709;LAU
LVZN;0710;LECITRAILER
LVZN;0711;LEISINGER
LVZN;0712;LENHARDO
LVZN;0713;LENHARDT
LVZN;0714;LESNA
LVZN;0715;LEVEN
LVZN;0716;LIEBHERR
LVZN;0717;LIFAM
LVZN;0718;LINK
LVZN;0719;LI�TICA
LVZN;0720;LITOSTROJ
LVZN;0721;LOAD RITE
LVZN;0722;LOCHMANN
LVZN;0723;LOCKMANN
LVZN;0724;LOHR
LVZN;0725;LOK
LVZN;0726;LOTZ
LVZN;0727;LOUVEN
LVZN;0728;LOZNICA-FATK
LVZN;0729;LUCCIOLA-KOEGEL
LVZN;0730;MACHATER-SCHALLER
LVZN;0731;MACHDDER
LVZN;0732;MADA
LVZN;0733;MADURAND
LVZN;0734;MAFA
LVZN;0735;MAGYAR
